Корневой ИД заявки,ИД версии заявки,Номер заявки,Дата создания заявки в формате Timezone,Дата начала действия версии заявки в формате Timezone,Признак инцидента,Корневой идентификатор категории дефекта,Код категории дефекта,Идентификатор дефекта,Признак дефекта возврата на доработку,"Наименование категории срочности: Аварийная, Обычная",Наименование округа,Код округа,Наименование района,Код района,Наименование статуса заявки,Идентификатор корневой версии вида выполненных работ,Идентификатор корневой версии охранных мероприятий,Результативность,Кол-во возвратов на доработку,Дата закрытия,Отзыв,Оценка качества выполнения работ,Код оценки качества выполнения ра
73418836,73424488,00002660/21,2021-01-01 12:40:08.896374+03,2021-01-01 14:38:10.379178+03,Нет,1594,,4093,Нет,Обычная,ЮВАО,500,Люблино,508,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 14:38:10.379178+03,,,
73418837,73418906,00002661/21,2021-01-01 12:40:09.42607+03,2021-01-01 12:41:45.306366+03,Нет,54,,1995,Нет,Обычная,ЮЗАО,700,Южное Бутово,711,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:41:45.306366+03,,,
73418840,73418920,00002662/21,2021-01-01 12:40:12.387416+03,2021-01-01 12:42:11.208938+03,Нет,1597,,2393,Нет,Обычная,ЮЗАО,700,Южное Бутово,711,Закрыта,18262,,Оказана консультация,,2021-01-01 12:42:11.208938+03,,,
73418842,73425849,00002663/21,2021-01-01 12:40:13.593037+03,2021-01-01 15:04:04.023046+03,Нет,59,,4336,Нет,Обычная,ЗАО,800,Фили-Давыдково,819,Закрыта,16008,15378,Выполнено,,2021-01-01 15:04:04.023046+03,,,
73418844,73509576,00002664/21,2021-01-01 12:40:14.395045+03,2021-01-03 14:00:26.671831+03,Нет,51,,1776,Нет,Обычная,СВАО,300,Бабушкинский,303,Закрыта,16020,,Выполнено,,2021-01-01 20:30:16.584942+03,Работы выполнены,Хорошо,good
73418852,73421492,00002665/21,2021-01-01 12:40:23.825905+03,2021-01-01 13:37:56.243028+03,Нет,53,,1718,Нет,Обычная,ВАО,400,Косино-Ухтомский,409,Закрыта,"15444,1591",,Выполнено,,2021-01-01 13:37:56.243028+03,,,
73418855,73418875,00002666/21,2021-01-01 12:40:24.541804+03,2021-01-01 12:40:52.208919+03,Нет,46,,2333,Да,Обычная,ВАО,400,Новогиреево,411,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:40:52.208919+03,,,
73418859,73421547,00002667/21,2021-01-01 12:40:30.146512+03,2021-01-01 13:39:13.155734+03,Нет,1595,,1937,Нет,Аварийная,ЮАО,600,Зябликово,611,Закрыта,15549,15378,Выполнено,,2021-01-01 13:39:13.155734+03,,,
73418861,73509574,00002668/21,2021-01-01 12:40:34.545253+03,2021-01-03 14:00:26.2072+03,Нет,1597,,2393,Нет,Обычная,ЮАО,600,Нагатинский Затон,614,Закрыта,"15317,15598",,Выполнено,,2021-01-01 13:27:28.12418+03,Работы выполнены,Хорошо,good
73418866,73514724,00002669/21,2021-01-01 12:40:41.313765+03,2021-01-03 15:00:40.181652+03,Нет,59,,2150,Да,Обычная,САО,200,Ховрино,216,Закрыта,15514,,Выполнено,,2021-01-01 13:17:08.864451+03,Работы выполнены,Хорошо,good
73418873,73422725,00002670/21,2021-01-01 12:40:50.113204+03,2021-01-01 14:03:31.194838+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Печатники,511,Закрыта,15213,,Выполнено,,2021-01-01 14:03:31.194838+03,,,
73418880,73418904,00002671/21,2021-01-01 12:40:58.353419+03,2021-01-01 12:41:41.142286+03,Нет,49,winter_works,2203,Нет,Обычная,САО,200,Коптево,210,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:41:41.142286+03,,,
73418892,73419929,00002672/21,2021-01-01 12:41:21.411637+03,2021-01-01 13:02:50.676308+03,Нет,49,winter_works,3391,Нет,Обычная,СВАО,300,Ярославский,317,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 13:02:50.676308+03,,,
73418897,73418942,00002673/21,2021-01-01 12:41:33.934583+03,2021-01-01 12:42:37.365656+03,Нет,60,,1708,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,18250,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:42:37.365656+03,,,
73418910,73419136,00002674/21,2021-01-01 12:41:52.040997+03,2021-01-01 12:46:39.880557+03,Нет,49,winter_works,5947,Нет,Обычная,САО,200,Коптево,210,Закрыта,18257,,Не выполнено по инициативе жителя,,2021-01-01 12:46:39.880557+03,,,
73418911,73418950,00002675/21,2021-01-01 12:41:52.899055+03,2021-01-01 12:42:54.092819+03,Нет,48,,1759,Да,Обычная,ЮВАО,500,Лефортово,507,Закрыта,18257,,Не выполнено по инициативе жителя,,2021-01-01 12:42:54.092819+03,,,
73418914,73425840,00002676/21,2021-01-01 12:41:57.743364+03,2021-01-01 15:03:59.493049+03,Нет,45,,2227,Да,Обычная,ЮАО,600,Братеево,608,Закрыта,14970,,Выполнено,,2021-01-01 15:03:59.493049+03,,,
73418918,73442417,00002677/21,2021-01-01 12:42:08.028678+03,2021-01-01 22:40:24.969166+03,Нет,53,,2297,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,15313,,Выполнено,,2021-01-01 22:40:24.969166+03,,,
73418919,73519012,00002678/21,2021-01-01 12:42:11.076913+03,2021-01-03 16:00:36.786669+03,Нет,59,,1822,Нет,Аварийная,ЗАО,800,Дорогомилово,805,Закрыта,15514,15404,Выполнено,,2021-01-01 13:27:43.030865+03,Работы выполнены,Хорошо,good
73418921,73418976,00002679/21,2021-01-01 12:42:11.348957+03,2021-01-01 12:43:22.645458+03,Нет,49,winter_works,3391,Нет,Обычная,ЗАО,800,Очаково-Матвеевское,820,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:43:22.645458+03,,,
73418923,73419928,00002680/21,2021-01-01 12:42:13.397206+03,2021-01-01 13:02:50.047072+03,Нет,59,,4328,Нет,Обычная,ВАО,400,Восточное Измайлово,405,Закрыта,15728,,Выполнено,,2021-01-01 13:02:50.047072+03,,,
73418928,73421520,00002681/21,2021-01-01 12:42:25.336086+03,2021-01-01 13:38:39.077073+03,Нет,1594,,4093,Нет,Обычная,СЗАО,900,Строгино,905,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 13:38:39.077073+03,,,
73418930,73427113,00002682/21,2021-01-01 12:42:26.137061+03,2021-01-01 15:30:36.200721+03,Нет,49,winter_works,2203,Нет,Обычная,ЮАО,600,Нагатинский Затон,614,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:30:36.200721+03,,,
73418931,73427740,00002683/21,2021-01-01 12:42:26.670558+03,2021-01-01 15:43:57.703252+03,Нет,1594,,2229,Нет,Аварийная,ВАО,400,Вешняки,404,Закрыта,15817,18426,Выполнено,,2021-01-01 15:43:57.703252+03,,,
73418938,73509572,00002684/21,2021-01-01 12:42:35.905511+03,2021-01-03 14:00:25.732052+03,Нет,51,,1777,Да,Обычная,ЮЗАО,700,Южное Бутово,711,Закрыта,15785,,Выполнено,,2021-01-01 13:02:38.320004+03,Работы выполнены,Хорошо,good
73418940,73419622,00002685/21,2021-01-01 12:42:36.243556+03,2021-01-01 12:56:53.83806+03,Нет,49,winter_works,2203,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15615,,Выполнено,,2021-01-01 12:56:53.83806+03,,,
73418945,73509570,00002686/21,2021-01-01 12:42:45.362924+03,2021-01-03 14:00:25.331686+03,Нет,59,,1822,Нет,Аварийная,ЗАО,800,Очаково-Матвеевское,820,Закрыта,15605,15404,Выполнено,,2021-01-01 13:18:38.551066+03,Работы выполнены,Хорошо,good
73418948,73509568,00002687/21,2021-01-01 12:42:53.897345+03,2021-01-03 14:00:24.931716+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Орехово-Борисово Южное,617,Закрыта,15213,,Выполнено,,2021-01-01 13:26:32.862483+03,Работы выполнены,Хорошо,good
73418949,73421995,00002688/21,2021-01-01 12:42:54.09281+03,2021-01-01 13:47:56.700555+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Даниловский,609,Закрыта,15213,,Выполнено,,2021-01-01 13:47:56.700555+03,,,
73418954,73421559,00002689/21,2021-01-01 12:42:55.847556+03,2021-01-01 13:39:27.073336+03,Нет,1595,,2222,Да,Обычная,ВАО,400,Восточное Измайлово,405,Закрыта,15216,,Выполнено,,2021-01-01 13:39:27.073336+03,,,
73418960,73514707,00002690/21,2021-01-01 12:43:05.808538+03,2021-01-03 15:00:32.232761+03,Нет,49,winter_works,2203,Нет,Обычная,ЮЗАО,700,Гагаринский,702,Закрыта,15321,,Выполнено,,2021-01-01 13:12:13.447787+03,Работы не выполнены,Плохо,bad
73418962,73418992,00002691/21,2021-01-01 12:43:06.674675+03,2021-01-01 12:43:33.671473+03,Нет,49,winter_works,2203,Нет,Обычная,ЮЗАО,700,Южное Бутово,711,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:43:33.671473+03,,,
73418968,73420951,00002692/21,2021-01-01 12:43:14.122073+03,2021-01-01 13:25:09.985614+03,Нет,1594,,2159,Да,Обычная,ВАО,400,Косино-Ухтомский,409,Закрыта,15444,,Выполнено,,2021-01-01 13:25:09.985614+03,,,
73418979,73438385,00002693/21,2021-01-01 12:43:24.546609+03,2021-01-01 19:53:36.113079+03,Нет,49,winter_works,3392,Нет,Обычная,САО,200,Тимирязевский,215,Закрыта,"15040,15321",,Выполнено,,2021-01-01 19:53:36.113079+03,,,
73418981,73429582,00002694/21,2021-01-01 12:43:27.010777+03,2021-01-01 16:23:17.121755+03,Нет,1595,,2209,Нет,Аварийная,ВАО,400,Северное Измайлово,416,Закрыта,15970,13780,Выполнено,,2021-01-01 16:23:17.121755+03,,,
73418984,73419601,00002695/21,2021-01-01 12:43:28.996928+03,2021-01-01 12:56:27.601057+03,Нет,48,,1759,Да,Обычная,ЮАО,600,Царицыно,618,Закрыта,15420,,Оказана консультация,,2021-01-01 12:56:27.601057+03,,,
73418988,73432782,00002696/21,2021-01-01 12:43:30.10105+03,2021-01-01 17:32:55.631091+03,Нет,1594,,2158,Да,Обычная,ЮАО,600,Даниловский,609,Закрыта,15070,,Выполнено,,2021-01-01 17:32:55.631091+03,,,
73418994,73424202,00002697/21,2021-01-01 12:43:34.849578+03,2021-01-01 14:32:44.765591+03,Нет,1594,,1622,Да,Обычная,ЮВАО,500,Рязанский,513,Закрыта,15639,,Выполнено,,2021-01-01 14:32:44.765591+03,,,
73418996,73514718,00002698/21,2021-01-01 12:43:37.474733+03,2021-01-03 15:00:35.53714+03,Нет,49,winter_works,2203,Нет,Обычная,ЮЗАО,700,Черемушки,710,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 12:43:58.044966+03,Работы выполнены,Хорошо,good
73418998,73424776,00002699/21,2021-01-01 12:43:38.781964+03,2021-01-01 14:43:49.220008+03,Нет,50,,2283,Нет,Аварийная,САО,200,Головинский,207,Закрыта,15832,,Выполнено,,2021-01-01 14:43:49.220008+03,,,
73419004,73574674,00002700/21,2021-01-01 12:43:51.055787+03,2021-01-04 15:20:39.639781+03,Нет,50,,2283,Нет,Аварийная,ЗАО,800,Тропарево-Никулино,817,Закрыта,18249,18311,Оказана консультация,,2021-01-02 08:03:05.899598+03,Работы не выполнены,Плохо,bad
73419009,73509565,00002701/21,2021-01-01 12:43:54.692356+03,2021-01-03 14:00:24.507604+03,Нет,59,,1679,Нет,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 17:19:16.707246+03,Работы не выполнены,Плохо,bad
73419012,73423606,00002702/21,2021-01-01 12:44:00.578218+03,2021-01-01 14:21:16.572343+03,Нет,1597,,2234,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15213,,Выполнено,,2021-01-01 14:21:16.572343+03,,,
73419013,73422090,00002703/21,2021-01-01 12:44:02.500409+03,2021-01-01 13:50:07.079885+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15213,,Выполнено,,2021-01-01 13:50:07.079885+03,,,
73419015,73420363,00002704/21,2021-01-01 12:44:04.994633+03,2021-01-01 13:12:00.760828+03,Нет,49,winter_works,2200,Нет,Обычная,ВАО,400,Ивановское,407,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 13:12:00.760828+03,,,
73419025,73509563,00002705/21,2021-01-01 12:44:17.273922+03,2021-01-03 14:00:24.103613+03,Нет,59,,2150,Да,Обычная,ЮЗАО,700,Ясенево,712,Закрыта,15514,,Выполнено,,2021-01-01 13:48:20.276934+03,Работы выполнены,Хорошо,good
73419026,73420306,00002706/21,2021-01-01 12:44:19.362148+03,2021-01-01 13:10:58.047939+03,Нет,49,winter_works,2203,Нет,Обычная,СВАО,300,Свиблово,313,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 13:10:58.047939+03,,,
73419028,73419968,00002707/21,2021-01-01 12:44:23.290514+03,2021-01-01 13:04:03.359162+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Южное Тушино,908,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 13:04:03.359162+03,,,
73419030,73420325,00002708/21,2021-01-01 12:44:24.136606+03,2021-01-01 13:11:21.914037+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Щукино,907,Закрыта,15321,,Выполнено,,2021-01-01 13:11:21.914037+03,,,
73419033,73509562,00002709/21,2021-01-01 12:44:25.026703+03,2021-01-03 14:00:23.691578+03,Нет,1595,,1924,Нет,Обычная,ЮАО,600,Бирюлево Восточное,606,Закрыта,15529,15378,Выполнено,,2021-01-01 13:25:36.208655+03,Работы не выполнены,Плохо,bad
73419036,73420538,00002710/21,2021-01-01 12:44:29.867037+03,2021-01-01 13:15:30.730655+03,Нет,51,,1777,Да,Обычная,ЮЗАО,700,Коньково,704,Закрыта,18342,,Выполнено,,2021-01-01 13:15:30.730655+03,,,
73419042,73509561,00002711/21,2021-01-01 12:44:40.812487+03,2021-01-03 14:00:23.236045+03,Нет,1594,,1610,Да,Обычная,ЮЗАО,700,Теплый Стан,709,Закрыта,15629,,Выполнено,,2021-01-01 15:34:08.158526+03,Работы выполнены,Удовлетворительно,neutral
73419050,73509560,00002712/21,2021-01-01 12:44:50.23335+03,2021-01-03 14:00:22.791491+03,Нет,59,,1822,Нет,Аварийная,САО,200,Войковский,205,Закрыта,15514,15404,Выполнено,,2021-01-01 14:08:04.402996+03,Работы выполнены,Удовлетворительно,neutral
73419055,73428275,00002713/21,2021-01-01 12:44:54.365744+03,2021-01-01 15:55:09.760442+03,Нет,1594,,2229,Нет,Аварийная,СЗАО,900,Северное Тушино,904,Закрыта,15817,18346,Выполнено,,2021-01-01 15:55:09.760442+03,,,
73419060,73427892,00002714/21,2021-01-01 12:44:57.148002+03,2021-01-01 15:47:41.854302+03,Нет,1594,,2229,Нет,Аварийная,САО,200,Головинский,207,Закрыта,15420,15378,Оказана консультация,,2021-01-01 15:47:41.854302+03,,,
73419064,73421690,00002715/21,2021-01-01 12:44:57.814106+03,2021-01-01 13:42:06.426357+03,Нет,1595,,2288,Да,Обычная,САО,200,Аэропорт,201,Закрыта,14912,,Выполнено,,2021-01-01 13:42:06.426357+03,,,
73419072,73421314,00002716/21,2021-01-01 12:45:16.902058+03,2021-01-01 13:33:48.611194+03,Нет,49,winter_works,3391,Нет,Обычная,ЗАО,800,Фили-Давыдково,819,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 13:33:48.611194+03,,,
73419074,73514706,00002717/21,2021-01-01 12:45:21.411688+03,2021-01-03 15:00:31.811206+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Бирюлево Восточное,606,Закрыта,15213,,Выполнено,,2021-01-01 14:00:38.925059+03,Работы выполнены,Хорошо,good
73419077,73425723,00002718/21,2021-01-01 12:45:26.69305+03,2021-01-01 15:01:57.823913+03,Нет,49,winter_works,3392,Нет,Обычная,ЮВАО,500,Рязанский,513,Закрыта,15326,,Выполнено,,2021-01-01 15:01:57.823913+03,,,
73419079,73424494,00002719/21,2021-01-01 12:45:28.233189+03,2021-01-01 14:38:14.188583+03,Нет,59,,4328,Нет,Обычная,ЦАО,100,Басманный,102,Закрыта,15513,,Выполнено,,2021-01-01 14:38:14.188583+03,,,
